Actual,Predicted
205,232.745
413,313.42
155,225.75
346,383.05
240,226.755
738,815.325
460,369.435
254,278.72
301,294.915
405,383.985
514,572.365
554,482.25
272,375.64
285,371.54
229,343.525
545,471.98
737,656.37
3199,3040.925
599,629.975
393,513.785
434,330.11
523,471.07
344,248.105
476,649.23
305,283.03
500,396.2
689,695.505
319,249.27
682,747.54
291,261.875
435,422.045
240,283.44
610,597.88
476,503.935
275,310.135
341,255.825
193,224.03
2716,2553.595
746,799.905
223,257.42
430,520.035
423,429.8
316,387.39
177,233.74
668,555.865
337,397.135
492,421.965
342,375.28
225,357.66
400,434.7
367,243.26
420,420.34
256,248.395
386,484.055
827,787.105
268,298.085
171,265.45
333,403.59
480,381.845
213,254.095
592,572.99
226,225.975
299,326.02
530,450.015
306,381.59
274,314.485
274,224.86
499,398.75
431,490.12
330,483.02
118,257.61
609,575.055
248,213.375
282,259.35
343,293.185
145,209.69
851,776.17
146,225.3
499,544.67
457,539.155
479,395.025
408,363.625
413,409.03
445,480.82
418,421.135
1670,1794.335
956,889.355
270,322.75
534,563.635
623,524.8
339,420.245
199,209.065
328,316.085
641,497.45
285,281.555
564,635.55
392,524.855
219,295.31
364,383.34
578,611.095
524,413.05
367,211.29
241,418.26
361,415.34
247,279.855
396,514.785
574,686.9
535,534.925
538,534.865
247,251.57
353,325.14
556,636.66
227,332.115
539,561.805
317,351.205
211,253.565
286,394.805
774,711.87
391,397.24
230,295.05
712,801.585
484,520.325
391,451.71
357,369.715
211,244.205
301,308.705
377,305.54
796,859.92
264,236.06
352,241.935
288,327.95
309,255.06
585,455.335
325,270.58
871,919.405
570,578.14
336,357.02
641,529.915
335,301.74
397,325.505
188,369.07
209,252.26
221,192.6
279,417.175
163,213.9
186,168.05
891,869.295
210,209.14
392,422.215
330,236.185
332,210.75
759,578.05
560,441.76
560,450.19
468,378.39
567,675.765
799,814.875
297,263.425
274,406.455
959,989.625
322,266.215
249,305.435
406,361.29
304,237.62
697,851.32
334,388.145
1076,1017.675
666,811.335
774,819.775
296,343.725
298,333.195
352,402.47
342,439.91
520,582.675
824,698.665
429,432.81
540,412.55
718,612.33
666,595.91
296,209.33
414,558.495
258,410.415
430,329.96
374,296.665
187,287.8
122,128.005
459,507.945
175,205.705
648,525.995
3682,3693.695
593,568.455
277,211.8
762,747.565
778,657.59
636,690.9
630,563.485
472,624.755
594,513.79
249,230.875
373,329.155
363,293.725
380,405.88
312,216.145
370,298.445
325,294.095
508,495.8
517,361.455
548,621.33
366,247.345
275,203.965
608,471.875
228,205.865
224,313.715
266,373.185
424,282.57
585,561.73
412,319.695
311,389.66
450,436.665
463,484.255
229,326.625
631,580.3
212,226.06
252,301.19
865,808.575
662,627.5
2428,2633.99
565,567.94
456,383.37
142,139.515
313,334.03
330,235.24
263,430.935
198,236.295
549,379.82
559,404.875
773,725.68
356,439.77
446,360.375
262,260.72
352,291.475
292,430.17
421,453.635
597,438.025
413,375.525
791,659.27
512,350.16
682,770.305
376,361.525
363,293.76
296,443.075
510,433.555
254,265.085
393,341.595
565,417.43
517,504.535
297,289.845
390,286.51
502,455.595
241,257.46
783,691.905
508,380.08
683,643.785
166,213.99
761,740.535
239,228.56
269,317.565
282,434.44
479,424.195
914,805.625
349,353.495
367,299.17
153,337.12
178,233.325
380,439.74
374,351.07
171,214.865
411,428.0
347,369.095
292,265.15
544,554.015
427,404.295
385,309.005
480,505.24
226,330.365
356,448.025
502,645.92
283,327.295
451,530.785
218,282.39
979,987.67
623,527.705
281,349.02
311,288.905
335,237.115
435,337.57
321,291.1
585,448.585
502,377.43
296,252.435
335,418.06
446,362.89
268,220.125
326,331.81
305,347.93
566,434.06
577,519.44
194,234.205
477,532.3
634,542.745
542,459.535
240,289.955
472,399.275
180,316.58
259,270.805
741,652.8
523,424.47
321,236.68
328,340.6
98,241.645
264,334.41
455,471.295
202,237.79
675,610.79
171,221.635
298,205.395
134,253.935
382,362.585
909,813.45
385,363.075
1035,940.83
287,302.98
294,425.82
283,237.995
433,571.62
243,233.16
362,413.29
155,148.695
522,456.96
495,400.45
594,506.39
282,247.205
493,377.09
474,415.85
369,297.53
268,291.43
451,437.635
300,331.32
536,456.43
357,300.39
639,556.425
446,399.65
421,395.645
325,291.255
311,284.865
210,218.415
293,252.8
282,290.515
390,312.09
410,273.38
355,224.63
491,513.07
665,755.545
207,247.585
582,673.01
237,212.31
294,266.11
333,266.895
415,397.695
384,368.32
257,270.425
495,390.165
423,389.79
317,225.47
546,629.63
465,515.26
588,538.315
444,561.765
522,409.68
605,633.01
524,426.34
268,271.55
514,375.935
459,427.745
202,234.81
597,722.155
496,411.87
592,604.73
376,237.505
415,364.365
187,228.74
474,545.11
325,387.67
443,482.38
337,344.68
531,460.31
1007,993.585
174,220.06
621,541.145
401,406.545
458,364.675
367,304.855
435,451.12
354,370.22
124,112.265
344,243.345
166,285.78
261,255.455
146,253.68
468,422.745
595,649.39
265,334.265
742,598.245
252,240.37
250,262.765
359,489.055
743,836.44
491,452.47
298,463.145
603,697.6
521,429.47
585,423.035
475,359.49
617,677.775
419,445.45
335,343.25
1082,1039.81
710,619.005
440,507.83
473,472.415
905,861.055
291,227.46
123,267.26
521,577.405
307,533.615
637,507.74
521,573.36
332,279.055
565,428.635
291,323.43
377,454.095
185,206.59
281,243.08
167,227.105
567,467.25
707,714.82
312,346.325
755,577.425
234,314.585
443,451.5
423,440.265
561,435.365
481,424.645
375,355.545
916,890.725
625,538.58
290,446.81
250,331.26
362,305.96
293,459.285
379,309.375
371,391.125
749,645.57
342,298.325
215,237.13
497,453.87
341,342.7
290,309.875
211,258.3
374,355.54
366,418.135
471,466.685
880,918.245
240,330.315
501,368.705
680,557.695
278,263.085
323,319.08
283,267.11
201,276.015
193,212.555
505,509.21
480,360.765
377,368.705
247,286.02
588,402.415
658,568.185
195,227.87
512,430.79
633,635.17
489,511.705
249,236.29
645,558.75
659,662.07
229,383.79
283,357.425
234,336.38
294,386.495
268,349.975
347,323.855
278,268.605
350,320.24
166,237.995
387,421.15
156,270.19
315,287.825
226,330.5
992,978.41
347,360.47
298,274.015
312,435.27
508,557.29
525,402.795
506,526.09
372,501.31
2105,2154.67
770,683.705
576,604.23
139,229.825
177,213.795
686,733.355
691,770.27
325,295.8
313,418.825
331,500.115
507,494.895
503,466.46
720,590.825
551,474.56
451,475.53
391,337.73
318,457.305
244,315.31
432,503.555
324,255.72
269,353.205
305,247.56
407,514.475
190,235.57
327,357.47
466,573.925
259,286.18
486,489.085
347,223.44
2450,2461.365
504,533.865
339,315.59
352,356.955
539,465.985
219,220.255
118,172.27
384,395.715
396,332.175
1728,1618.31
346,402.455
599,595.575
135,246.605
326,266.515
230,265.655
287,422.395
467,304.745
773,638.91
309,325.39
180,239.045
476,461.025
553,564.35
238,243.76
404,419.795
592,531.97
408,284.335
235,249.285
199,187.055
655,565.035
440,380.415
317,343.42
939,778.875
407,385.0
460,357.615
253,201.255
605,605.55
437,418.37
543,444.145
514,403.535
804,738.535
392,350.05
238,352.87
653,619.315
240,330.19
690,583.315
312,362.555
262,265.01
651,620.815
458,411.8
458,484.295
424,335.525
472,418.745
243,231.105
228,245.995
197,219.02
279,348.205
319,371.185
689,708.365
372,368.76
417,487.985
258,284.05
191,307.11
681,779.175
399,542.98
504,568.955
181,262.855
467,428.92
303,344.285
279,342.065
330,232.18
242,309.51
448,503.115
572,515.16
124,239.94
361,340.565
428,313.335
157,237.96
540,477.72
246,388.83
560,522.195
1012,945.32
468,453.045
538,388.575
91,190.515
327,378.155
577,560.14
715,769.13
209,237.905
605,402.545
334,241.175
567,505.11
312,285.08
542,477.45
297,259.33
399,334.59
220,259.95
459,335.135
480,376.87
492,417.465
347,301.33
427,473.225
403,280.425
361,485.56
981,1016.825
229,241.095
308,241.155
161,138.23
494,428.21
285,433.475
387,471.05
237,288.135
338,252.735
286,316.285
618,545.745
324,424.12
894,829.445
422,288.865
489,521.43
394,258.495
923,925.155
498,441.675
408,486.785
342,379.92
315,344.635
262,234.26
243,290.535
541,735.35
103,220.405
560,431.095
497,436.285
377,458.495
345,355.395
301,413.53
439,334.63
298,392.03
236,379.895
270,306.395
363,481.16
516,435.105
244,255.02
630,621.2
425,508.04
481,489.83
283,219.225
543,580.375
792,780.4
613,472.595
283,248.84
518,417.81
395,442.535
560,550.86
316,233.575
134,227.295
341,366.23
1066,876.975
332,266.965
264,233.485
351,297.35
363,245.865
758,640.5
336,276.385
1146,1372.045
434,315.305
318,253.085
425,471.995
371,388.46
878,743.245
305,220.76
517,510.39
552,553.39
321,405.1
400,295.525
464,476.08
471,529.185
235,235.8
645,711.235
641,636.93
390,461.23
303,211.27
296,252.735
601,697.68
691,576.62
417,412.88
179,305.855
276,316.075
381,507.94
498,464.84
653,544.42
205,203.94
388,333.39
215,299.52
531,480.205
302,417.86
980,969.645
390,416.0
297,308.34
252,214.575
344,371.18
380,411.935
405,463.095
900,777.475
737,560.835
302,220.405
163,245.935
223,243.44
574,596.325
570,548.85
257,287.725
370,424.86
729,517.82
261,256.315
620,800.855
384,294.895
334,290.35
230,281.135
558,457.29
249,274.975
465,485.84
482,457.675
309,330.37
423,548.195
1024,894.555
688,532.305
659,617.465
341,223.275
342,359.375
707,859.17
546,650.255
289,354.465
416,386.51
267,395.465
244,302.805
166,341.285
245,343.115
623,557.52
668,524.7
249,256.815
565,432.28
577,535.815
259,291.83
328,331.355
458,435.04
373,364.965
465,476.99
373,459.535
550,415.12
261,196.055
548,510.74
221,354.68
156,192.665
631,708.355
246,293.285
594,453.275
315,301.49
341,251.965
651,610.985
240,364.62
321,332.89
334,303.745
699,557.925
411,544.5
696,528.91
612,590.735
264,281.31
402,332.73
353,394.285
424,330.495
660,758.495
270,282.61
804,826.09
343,269.14
181,233.56
588,540.185
259,234.115
303,364.165
519,572.915
379,287.87
393,307.83
310,282.06
417,374.045
271,250.16
380,435.835
785,673.99
182,313.565
414,597.775
579,446.985
461,444.735
217,290.11
268,222.055
661,615.165
459,475.9
588,571.71
898,746.665
532,422.99
384,536.86
664,480.285
340,242.4
261,245.82
292,279.25
422,329.97
395,329.72
207,280.905
291,313.65
372,345.32
441,436.285
312,385.0
5040,4921.855
296,335.87
343,295.1
466,507.185
230,294.335
248,316.0
402,459.82
500,520.305
320,384.355
448,340.465
392,327.255
287,237.76
642,675.565
345,298.54
296,287.595
235,270.77
1000,943.18
280,358.94
275,233.555
486,499.22
571,415.78
632,651.93
204,224.08
644,665.775
477,542.665
594,567.88
229,412.535
414,358.315
314,354.75
426,340.43
497,564.58
332,283.28
438,360.72
460,359.35
441,453.025
496,484.31
227,238.41
262,219.905
504,511.49
466,510.42
585,545.425
511,454.005
255,217.07
341,294.81
344,336.81
176,180.235
310,314.975
269,229.795
552,541.125
288,311.545
184,229.44
918,976.035
629,671.5
391,433.76
147,228.815
334,363.065
439,401.17
326,269.525
275,241.15
316,355.125
333,439.615
270,283.64
273,357.3
116,233.35
323,435.88
493,371.375
610,489.875
368,383.365
718,674.075
236,209.285
258,411.245
213,188.565
433,470.435
511,577.86
223,273.32
173,227.615
553,561.605
295,278.855
277,252.19
210,351.375
514,468.075
526,473.725
413,399.61
303,342.0
409,482.815
1065,1158.74
330,290.51
449,407.515
904,815.455
774,670.855
162,216.715
503,560.635
279,300.68
186,273.445
290,245.525
386,466.56
303,257.245
199,178.185
132,121.94
285,277.9
413,494.27
1063,956.49
786,716.39
596,394.99
1071,857.56
221,209.71
526,435.535
548,458.94
952,977.425
281,261.25
672,590.915
230,222.12
464,584.1
410,282.715
249,443.725
95,172.435
383,289.575
407,384.905
388,449.145
403,435.975
434,395.675
548,552.555
403,459.945
289,280.66
326,337.85
354,377.145
547,406.32
408,430.955
598,506.335
297,216.82
494,671.355
221,384.075
243,182.22
218,236.23
243,300.58
315,502.22
547,511.825
287,261.095
503,484.015
136,130.205
388,441.225
358,395.465
462,412.755
194,247.745
606,528.585
507,424.655
601,594.04
221,390.94
219,268.345
292,268.935
453,454.525
296,250.04
163,242.1
307,377.655
567,522.465
270,349.615
243,309.675
523,377.65
373,393.77
429,400.41
324,249.455
589,623.08
250,310.795
3752,3608.615
341,290.475
160,143.685
563,601.47
344,404.76
565,601.16
248,249.75
585,427.43
399,356.26
322,254.615
260,258.55
315,313.275
539,432.65
402,495.605
627,428.845
386,336.95
214,295.12
199,230.09
509,546.09
531,661.86
144,237.185
275,324.845
500,479.585
141,229.2
468,524.95
545,414.08
175,182.88
957,831.84
437,430.125
487,398.56
278,404.97
293,319.46
573,423.845
741,565.585
552,661.5
247,256.235
245,183.49
340,275.275
144,252.23
473,428.68
169,161.45
391,570.095
381,351.26
439,393.485
249,270.67
469,478.25
308,289.385
910,803.75
364,409.985
412,365.13
294,390.1
547,426.15
332,345.745
538,570.11
342,235.02
913,758.14
323,215.46
257,255.135
550,490.97
709,645.135
473,416.51
210,238.135
549,558.27
351,498.365
475,373.115
298,204.225
296,478.595
629,685.025
149,173.7
248,245.74
549,395.67
240,237.02
543,500.935
466,410.61
502,528.045
213,286.75
354,493.335
261,233.19
331,229.225
623,597.325
501,357.355
394,422.84
286,432.605
407,373.915
388,510.08
485,421.54
415,349.83
373,359.065
317,307.4
547,560.215
224,167.005
556,710.365
229,243.58
330,331.0
421,392.365
347,303.105
316,230.22
234,300.81
688,613.26
522,536.88
557,521.57
465,516.79
156,147.775
244,271.675
294,272.895
326,338.3
627,504.755
436,359.115
234,283.325
495,443.525
354,281.74
327,248.815
239,237.825
271,251.495
448,438.76
379,412.9
519,320.255
395,236.445
202,278.775
202,254.735
180,221.245
801,853.205
366,417.65
556,510.47
383,327.225
246,305.64
394,227.39
425,331.735
158,242.67
680,529.885
799,764.38
782,743.735
375,396.285
152,222.535
274,236.735
508,566.945
268,299.81
123,220.435
468,580.9
541,376.635
295,229.07
297,240.43
651,685.675
381,315.565
881,757.705
596,548.745
224,210.915
453,375.54
401,515.88
394,474.175
478,364.81
201,236.25
609,546.045
237,185.675
301,332.53
600,731.71
1325,1496.455
347,337.605
245,326.975
433,500.075
370,480.29
399,477.21
422,378.225
339,292.815
738,638.495
330,318.325
291,254.545
195,260.45
776,770.725
642,602.76
349,237.905
878,931.285
608,561.44
237,216.565
501,515.785
310,369.42
110,296.07
197,175.235
645,670.81
256,216.56
533,561.51
253,335.315
569,756.12
539,585.23
322,372.495
438,513.49
402,480.27
200,348.085
374,316.37
332,330.0
718,738.35
487,434.615
433,516.125
246,339.865
221,272.72
607,445.585
386,419.41
357,406.53
318,351.715
308,247.74
161,181.28
531,545.63
330,409.54
499,529.065
254,237.555
261,302.0
547,440.935
315,401.11
252,203.86
466,359.94
410,427.815
364,243.055
414,463.815
284,338.0
373,328.755
416,389.495
549,475.33
229,236.19
646,628.84
301,345.13
166,180.32
498,435.785
193,162.37
311,288.25
233,241.655
756,590.88
674,779.09
182,222.755
475,420.545
350,263.97
129,259.945
612,474.705
311,236.2
262,264.005
908,840.89
292,272.12
612,493.525
350,318.365
564,577.065
608,688.125
579,436.755
620,713.48
265,434.255
223,215.555
355,300.94
268,290.965
606,599.84
757,862.47
716,589.09
497,538.215
373,325.905
407,389.89
455,395.435
336,440.54
241,286.78
284,341.91
401,401.295
545,544.21
281,430.305
467,573.535
447,459.71
625,750.32
320,356.135
385,391.095
451,458.835
346,453.34
925,814.685
517,472.8
307,334.545
427,341.12
275,317.045
466,458.16
423,311.53
531,709.47
341,336.765
162,148.195
829,835.43
407,443.51
503,408.895
713,762.225
548,566.26
666,682.9
518,492.695
327,305.95
666,777.965
770,768.89
493,467.385
432,311.75
146,192.215
555,453.965
615,582.715
350,382.8
1052,864.565
163,218.235
140,305.515
405,506.78
324,240.84
529,642.635
3941,3644.005
585,498.44
501,564.39
413,341.39
157,175.075
561,426.83
4856,4873.285
520,567.53
317,278.665
404,415.335
265,259.34
462,348.645
290,258.795
246,281.925
374,311.585
316,365.285
492,405.855
214,245.925
509,549.49
313,400.165
402,453.32
203,168.085
314,353.05
367,285.725
209,241.935
325,307.56
322,292.3
460,360.05
821,755.245
287,267.095
471,478.99
433,433.525
489,520.76
676,644.67
540,520.955
794,664.435
209,289.705
295,417.425
267,264.97
345,289.85
1488,1349.18
377,418.825
840,676.445
294,284.215
291,409.29
397,386.77
482,541.46
277,385.8
275,256.895
726,625.725
577,465.745
314,384.58
441,447.68
203,262.61
221,219.9
486,386.46
550,445.705
536,483.18
187,163.26
295,277.425
293,232.385
316,301.38
245,249.47
519,395.895
405,380.91
670,420.88
620,499.73
424,434.02
816,664.74
381,509.315
210,208.265
487,515.15
356,361.89
958,995.12
475,386.705
561,488.915
244,268.155
333,384.955
503,475.17
454,464.695
648,609.22
296,243.94
117,243.035
359,295.625
434,419.34
369,477.315
363,485.32
388,341.74
685,712.03
701,654.885
184,174.405
492,455.415
449,500.305
686,754.3
399,438.075
582,629.41
603,787.465
918,878.5
612,594.145
267,331.485
179,152.145
757,573.935
353,342.765
304,274.28
455,438.27
353,259.895
612,612.785
510,432.19
335,382.975
1045,880.615
411,436.355
318,288.55
336,341.215
368,363.89
382,492.36
428,437.985
3510,3526.125
241,381.125
253,270.48
317,289.845
376,384.43
198,160.17
521,558.105
312,280.415
286,315.74
319,253.24
301,309.955
298,302.83
340,348.565
696,764.015
352,407.39
411,307.885
319,302.545
217,272.99
412,477.155
436,556.04
767,779.18
278,309.615
193,172.31
273,309.22
521,481.41
191,252.095
354,489.93
176,253.13
447,549.595
258,278.3
260,322.27
437,338.5
366,292.89
489,397.92
318,293.195
496,460.915
314,317.995
214,177.325
777,684.29
210,205.015
211,196.185
492,371.005
325,504.91
444,483.39
600,568.15
422,324.815
248,220.395
282,215.375
295,404.27
534,523.045
246,280.52
223,278.23
329,318.78
325,355.605
904,822.255
431,437.13
168,251.895
405,308.99
305,338.15
317,235.35
885,813.17
1872,1611.975
530,553.335
473,433.095
249,290.24
295,398.88
466,497.09
445,487.715
328,348.985
323,380.255
170,203.82
454,542.71
390,372.57
671,607.14
257,347.8
311,371.38
178,274.09
134,125.995
992,964.57
291,270.93
395,424.495
302,237.36
334,320.375
662,516.91
342,257.015
403,539.14
454,429.49
282,299.335
293,299.785
350,367.51
453,418.87
527,510.77
555,494.45
311,352.975
177,228.545
1662,1821.42
478,494.215
232,334.18
355,256.725
228,253.94
424,422.51
412,337.39
507,677.545
234,247.27
235,310.55
206,336.94
219,280.685
457,430.59
557,533.315
276,229.245
235,272.795
307,364.21
319,421.67
387,326.215
375,463.37
175,237.715
429,433.535
396,497.815
408,366.225
235,408.12
132,193.71
551,426.855
699,761.23
496,447.985
644,490.39
402,439.55
644,544.46
461,397.11
373,498.9
252,234.515
658,578.385
316,283.885
411,635.97
575,561.96
354,314.525
336,352.06
272,425.69
196,180.28
378,279.745
899,990.9
174,211.06
339,503.235
171,178.715
824,882.04
3608,3684.19
579,516.135
352,396.99
462,505.32
572,468.025
3360,3362.105
397,371.78
712,613.725
477,457.45
666,623.315
562,371.68
534,494.68
391,344.2
736,841.675
441,353.65
257,406.32
668,686.315
429,364.81
514,371.39
475,368.615
585,524.8
478,442.37
263,405.33
396,324.23
249,225.245
448,433.43
282,247.835
288,309.125
341,458.065
647,477.86
744,826.27
339,216.235
162,253.09
388,504.98
300,253.925
263,360.29
298,271.3
2382,2228.73
451,338.84
160,247.72
340,216.97
240,286.405
292,279.025
424,318.98
350,523.525
431,487.47
168,213.58
269,295.52
507,508.13
322,417.075
227,250.24
229,245.92
566,571.56
341,551.83
532,504.13
514,556.575
263,295.385
389,338.365
395,404.43
321,240.415
463,380.135
315,427.94
178,243.045
348,277.99
471,380.755
1018,954.97
289,296.52
150,246.16
312,371.595
234,231.445
489,370.415
669,589.32
299,431.215
233,250.63
489,556.64
279,448.605
552,612.715
525,543.005
461,494.63
445,335.73
366,427.895
331,437.255
526,471.465
213,331.785
240,274.98
505,520.99
568,463.07
557,588.21
767,670.195
465,519.545
429,374.41
363,288.1
229,412.73
410,334.675
478,551.935
189,204.925
312,342.945
405,513.255
288,249.8
609,566.335
423,338.665
196,174.26
518,397.725
379,346.19
555,495.35
295,266.85
540,439.71
297,380.585
549,567.12
596,558.295
227,216.22
460,418.39
369,371.965
191,246.79
838,890.785
400,475.65
776,857.19
607,583.035
300,435.96
503,547.775
284,468.64
424,375.01
181,248.96
175,205.615
308,357.225
376,437.53
431,450.185
297,304.91
535,469.245
761,724.065
486,377.005
4000,4089.645
327,490.44
492,436.195
808,842.49
531,438.865
238,239.42
829,927.645
297,317.08
358,277.79
565,542.935
260,372.79
299,316.455
316,500.6
350,421.08
634,581.335
256,292.905
407,508.395
379,371.835
378,446.68
256,327.58
223,276.78
354,476.78
324,263.56
375,386.55
368,479.375
317,240.675
183,220.475
435,464.01
333,357.015
221,283.6
296,258.095
212,179.915
294,248.875
416,410.035
346,415.42
540,554.455
356,380.015
449,333.81
505,540.815
421,451.525
713,724.61
469,450.45
542,432.04
231,212.315
1175,1206.8
613,548.78
287,236.325
1820,1717.5
303,248.84
352,363.605
782,788.79
249,254.675
754,762.7
585,445.085
424,474.135
613,501.89
367,442.67
330,456.275
307,236.925
275,338.19
917,730.05
555,550.62
305,245.27
204,301.37
280,344.15
369,239.83
680,818.455
335,379.365
309,408.13
180,310.66
335,255.715
252,233.125
345,352.815
538,551.18
541,438.145
262,318.235
862,807.465
492,360.78
667,756.57
432,417.01
369,325.315
262,303.025
417,482.86
162,216.01
415,383.35
2658,2496.985
1044,843.355
521,561.075
524,511.41
324,299.9
213,221.575
149,229.34
914,724.285
297,316.005
406,467.445
500,371.02
558,558.965
400,439.81
381,391.695
538,587.16
353,298.885
599,461.665
641,622.01
236,204.005
400,290.53
507,534.085
178,166.735
507,349.855
282,370.545
435,431.055
435,510.445
789,723.555
172,179.2
483,490.195
873,888.825
312,317.32
1185,1111.415
317,286.0
458,424.035
530,587.7
594,609.55
262,345.455
318,428.66
223,367.485
1078,914.33
450,431.29
453,334.66
302,303.345
425,432.855
471,514.57
364,345.2
582,485.39
505,392.19
907,879.895
323,289.825
314,406.05
197,227.19
370,459.105
521,635.885
459,372.39
623,514.265
148,260.685
558,708.375
911,798.205
530,497.425
261,247.405
559,599.295
432,465.975
522,460.37
540,715.04
575,443.015
394,301.495
207,268.29
112,207.57
258,250.38
314,388.41
648,624.315
331,415.35
403,356.52
964,770.355
575,486.78
186,312.59
934,899.77
421,410.13
259,370.545
784,621.825
668,576.865
641,624.525
274,234.71
324,384.8
364,455.29
712,737.6
474,509.09
322,440.965
545,568.29
233,319.885
413,389.985
346,427.2
486,391.835
478,544.375
481,381.47
858,785.94
415,391.515
455,399.925
619,525.48
376,285.945
486,443.18
413,309.27
437,386.275
262,401.67
257,340.155
704,745.9
491,417.965
309,270.885
197,288.055
427,538.775
606,516.16
308,362.23
124,216.285
634,500.235
356,327.33
727,879.995
668,489.275
153,265.01
470,432.605
543,529.055
482,557.575
491,390.7
548,457.355
366,384.425
330,357.105
1024,856.56
657,568.395
140,148.685
236,234.465
222,187.775
192,207.34
320,382.895
413,321.085
454,493.835
701,783.635
402,376.425
433,514.705
244,210.905
321,514.415
661,503.825
464,497.625
542,593.425
154,239.935
186,208.485
824,694.49
138,232.13
469,353.215
254,210.745
318,357.54
363,468.895
592,613.6
550,403.68
576,459.15
240,337.175
507,512.455
602,535.68
672,837.835
417,360.415
668,572.16
207,223.315
616,627.27
225,331.56
279,332.445
537,551.9
349,348.895
344,494.765
786,625.19
346,517.175
496,486.78
375,390.595
596,525.215
369,375.445
429,486.255
456,505.09
376,401.535
678,601.92
600,632.68
536,590.295
486,368.375
532,464.805
591,468.32
374,411.985
550,430.745
671,561.62
534,635.72
1449,1654.055
799,639.86
224,317.515
237,385.145
660,628.93
260,466.58
456,568.255
290,244.675
198,240.68
473,394.215
386,362.63
523,554.89
362,305.61
495,499.155
850,757.625
474,632.1
437,351.14
134,225.405
409,460.715
300,244.67
205,226.735
182,262.6
369,318.74
222,210.27
316,335.945
362,401.46
477,539.675
476,391.355
865,823.665
271,363.64
215,259.195
278,408.625
404,384.4
312,401.24
233,328.13
111,232.45
289,320.52
415,397.87
389,496.81
450,425.91
871,712.54
298,479.365
778,808.74
949,837.57
460,450.73
377,505.755
533,390.145
300,362.505
934,765.175
269,414.66
703,635.865
546,543.57
200,305.58
342,364.385
242,223.945
483,462.9
639,655.875
271,236.72
390,385.61
374,472.725
519,385.06
626,444.18
453,566.855
541,397.35
395,369.995
506,376.1
149,216.395
171,160.04
561,604.165
487,411.695
548,723.63
139,169.93
440,425.635
616,577.005
471,391.125
439,437.93
269,434.19
553,450.715
308,277.425
394,348.02
783,651.975
197,235.7
314,379.1
465,519.985
506,469.03
588,604.245
383,348.94
729,683.765
227,251.95
465,612.645
275,212.81
307,283.645
553,583.42
323,364.86
448,530.645
594,657.28
480,324.79
399,344.515
533,412.275
248,234.77
401,416.095
452,399.325
597,479.43
147,285.405
478,500.305
480,412.715
497,479.335
201,271.48
400,356.06
496,573.16
367,501.55
604,695.805
421,494.31
287,273.915
302,373.835
505,564.05
376,377.685
251,290.055
174,252.585
366,312.98
165,227.255
670,567.925
398,443.91
248,336.165
217,313.515
271,239.435
588,616.8
221,250.47
273,321.925
622,541.5
287,398.97
508,553.855
548,630.355
170,228.415
512,499.195
1108,975.335
740,722.985
476,411.24
319,307.52
235,362.725
307,383.27
492,543.855
251,447.675
275,416.255
206,234.175
195,224.535
444,440.475
221,229.76
385,337.6
285,420.16
342,223.915
156,145.56
533,641.215
497,366.095
354,378.34
265,204.795
505,673.34
224,227.92
172,215.16
309,416.23
302,265.77
434,568.82
257,250.235
179,215.615
332,372.83
480,454.255
390,279.65
545,425.61
332,453.99
300,241.12
533,448.055
562,507.315
897,931.88
790,833.72
594,745.335
366,326.13
570,509.78
963,953.37
443,470.36
288,241.075
167,255.515
403,510.85
319,388.435
757,726.13
337,273.04
377,359.825
1140,1120.53
723,596.55
346,233.21
375,297.35
131,260.255
151,227.56
352,376.24
260,255.73
162,159.305
360,309.29
611,528.45
378,346.66
947,987.36
330,358.07
977,964.46
508,493.705
547,404.55
826,798.235
693,545.99
485,450.27
423,322.215
281,338.63
265,249.435
230,310.38
174,268.465
417,347.86
851,769.63
216,414.2
192,239.335
205,236.245
196,295.46
406,395.77
536,433.545
189,243.675
342,298.475
295,310.14
333,325.555
212,323.365
3934,3851.48
228,306.2
293,366.725
510,388.81
255,307.18
262,283.36
320,225.665
506,509.595
248,229.77
353,219.83
841,686.97
107,234.58
3766,3789.075
433,585.94
424,452.945
284,385.235
212,347.995
306,242.4
506,550.6
824,750.9
561,536.035
389,458.945
302,305.705
600,604.96
506,531.34
461,416.84
273,241.5
352,317.265
428,347.875
288,238.315
322,287.47
474,451.53
600,647.14
424,458.16
434,378.715
257,238.22
341,403.655
422,347.61
280,212.945
653,652.825
332,401.79
301,295.375
422,369.8
312,272.38
438,431.65
772,651.59
121,235.03
516,476.275
250,226.605
218,262.85
329,397.86
341,219.945
420,333.505
516,402.785
253,324.81
397,549.68
512,408.1
229,236.96
265,344.38
443,441.885
462,301.545
255,369.565
282,416.53
325,265.43
239,238.645
326,457.79
122,223.685
464,380.35
471,584.085
416,575.505
194,214.21
166,264.225
454,525.085
550,559.22
177,239.675
664,541.825
329,361.65
728,646.315
317,249.98
332,353.92
364,363.13
266,245.42
356,289.255
1974,2200.09
736,767.175
299,281.625
240,198.2
103,234.84
252,324.765
319,377.355
323,444.07
246,264.865
241,427.68
452,550.305
268,246.455
536,596.74
490,433.495
444,372.705
327,247.5
795,667.095
286,355.75
636,598.29
218,182.48
847,821.555
252,379.85
789,831.895
423,478.455
286,244.72
645,559.34
389,335.14
614,587.73
314,274.995
309,319.145
303,243.645
638,563.495
361,391.26
300,364.99
395,479.515
261,269.595
175,202.2
